ID,SMILES,ADMET_Solubility_Level,ADMET_Unknown_AlogP98,ADMET_BBB_Level,ADMET_EXT_CYP2D6#Prediction,ADMET_EXT_Hepatotoxic#Prediction,ADMET_Absorption_Level,ADMET_EXT_PPB#Prediction
sp207,C[C@@H]1C[C@@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(nc1c24)-c1cc(O)cc2ccc(F)c(C#C)c12)N3,0,0,4,TRUE,TRUE,3,TRUE
sp208,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COC(C6CC6)C(F)(F)F)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp209,CC(OC[C@@H]1CC[C@]2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5CCc5nc(c(F)c(n3)c45)-c3cccc4ccc(F)c(C#C)c34)CCCN12)(C(F)(F)F)C(F)(F)F,0,0,4,TRUE,TRUE,3,TRUE
sp210,Fc1ccc2cccc(-c3nc4CC[C@@H]5[C@@H]6CC[C@H](CN5c5nc(OC[C@@]78CCCN7C[C@@]7(CC7(F)F)C8)nc(c3F)c45)N6)c2c1C#C,0,0,4,TRUE,TRUE,3,TRUE
sp211,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC67CCCN6C[C@@H](C7)OC(F)(F)F)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp212,Oc1cc(-c2nc3CCC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC(CC7)OC(F)(F)F)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp213,Fc1ccc2cccc(-c3nc4CC[C@@H]5[C@@H]6CC[C@H](CN5c5nc(OC[C@@]78CCCN7[C@H](COCC(F)(F)F)CC8)nc(c3F)c45)N6)c2c1C#C,0,0,4,TRUE,TRUE,3,TRUE
sp214,FC[C@@H]1CC[C@]2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5CCc5nc(c(F)c(n3)c45)-c3cccc4ccc(F)c(C#C)c34)CCCN12,0,0,4,TRUE,TRUE,3,TRUE
sp215,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N(CC2COC2)C5)c2c(cccc2c1)C#C,1,0,4,TRUE,TRUE,2,TRUE
sp216,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C=O,0,0,4,FALSE,FALSE,2,TRUE
sp217,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp218,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1Cl,0,0,4,TRUE,TRUE,2,TRUE
sp219,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1CC(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp220,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5C[C@@H]6C[C@H]5CO6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp221,C[C@@H]1CN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)CCO1,0,0,4,TRUE,FALSE,2,TRUE
sp222,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1I,0,0,4,FALSE,TRUE,2,TRUE
sp223,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C/C(=CF)C6)nc4c2F)N2C[C@H]4CC[C@H](CN4)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp224,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC6CC(F)(F)C6C5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp225,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(C)c1Cl,0,0,4,TRUE,TRUE,2,TRUE
sp226,Cc1nc(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp227,COn9ncc8ccc(F)c(c7c(F)c3nc(OC[C@@]12CCCN1C[C@H](F)C2)nc4c3c(O[C@@H](C)[C@@H]5[C@@H]6CC[C@H](CN45)N6)c7Cl)c89,0,0,4,TRUE,TRUE,2,TRUE
sp228,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC(C5)C(F)F)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp229,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC6CCC(C5)O6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp230,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C\C(C5)=C/F)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp231,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OCC67CCCN6[C@H](COCC(F)(F)F)CC7)nc5c3F)N3CCCOCC3CC4)c12,0,0,4,TRUE,TRUE,3,TRUE
sp232,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5CC(=C(F)F)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp233,F[C@H]1CN2CCC[C@@]2(COc2nc3N4C[C@H]5CC[C@H](N5)[C@H]4CCc4c(Cl)c(c(F)c(n2)c34)-c2cccc3ccc(F)c(C#C)c23)C1,0,0,4,TRUE,TRUE,3,TRUE
sp234,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp235,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@@H]5CC(F)(F)CCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp236,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c2F)N2C[C@H]4CC[C@H](CN4C)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp237,COC1(CF)CN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C1,0,0,4,FALSE,TRUE,2,TRUE
sp238,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4[C@@H]5CCN4CCO5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,1,TRUE
sp239,C=C1CN2CCC[C@@]2(COc2nc3c4c(cc(-c5nc(N)cc(C)c5C(F)(F)F)c(F)c4n2)OC[C@@H]2[C@@H]4CC[C@H](CN32)N4)C1,0,0,4,TRUE,FALSE,2,TRUE
sp240,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1I,0,0,4,FALSE,TRUE,2,TRUE
sp241,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C/C(=CF)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp242,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(c1C(F)(F)F)C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp243,C[C@@H]1Oc2nc(c(F)c3nc(OCC45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cccc2ccc(F)c(C#C)c12,0,0,4,TRUE,TRUE,2,TRUE
sp244,Cc1c(F)c(N)cc(c1CC(F)F)-c1nc2O[C@H]([C@@H]3[C@@H]4CC[C@H](CN3c3nc(OC[C@@]56CCCN5C[C@H](F)C6)nc(c1F)c23)N4)C(F)(F)F,0,0,4,FALSE,TRUE,2,TRUE
sp245,C=C1CN2CCC2(COc2nc3c4c(c(Cl)c(-c5nc(N)cc(C)c5C(F)(F)F)c(F)c4n2)OC[C@@H]2[C@@H]4CC[C@H](CN32)N4)C1,0,0,4,TRUE,FALSE,2,TRUE
sp246,Oc1ccc(OC(F)(F)F)c(c1)-c1ncc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,0,0,4,FALSE,TRUE,2,TRUE
sp247,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,0,0,4,TRUE,TRUE,2,TRUE
sp248,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp249,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,0,0,4,TRUE,TRUE,1,TRUE
sp250,CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2cccc(Cl)c12,1,0,4,TRUE,TRUE,1,TRUE
sp251,CN(C)C(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(c(F)c4n3)-c3cccc4ccc(F)c(C#C)c34)CCCN12,1,0,4,FALSE,TRUE,2,TRUE
sp252,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67C[C@@H](F)CN6CC(=C)C7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp253,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(Cl)cccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp254,CN(C)C(=O)OC[C@@H]1CC[C@]2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5COc5nc(c(F)c(n3)c45)-c3cc(O)cc4ccc(F)c(C#C)c34)CCCN12,1,0,4,FALSE,TRUE,2,FALSE
sp255,C[C@@H]1[C@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c-5nc([C@@H]1C#Cc1c(F)ccc6cc(O)cc-5c16)c24)N3,0,0,4,TRUE,TRUE,2,TRUE
sp256,Fc1ccc2cccc(-c3nc4CCC[C@@H]5[C@@H]6CC[C@H](CN5c5nc(OC[C@@]78CCCN7[C@H](COc7cccc(c7)S(F)(F)(F)(F)F)CC8)nc(c3F)c45)N6)c2c1C#C,0,1,4,TRUE,TRUE,3,TRUE
sp257,Oc1cc(-c2nc3CCC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CC[C@@H](C7)OC(F)(F)F)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp258,CC[C@@H]1C[C@@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(nc1c24)-c1cccc2ccc(F)c(C#C)c12)N3,0,0,4,TRUE,TRUE,3,TRUE
sp259,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC8(CC8(F)F)CC7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp260,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCOCC5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp261,Nc1nc2c(ccc(F)c2s1)-c1c(F)cc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1Cl)N1CC2CCC(C1)N2,0,0,4,FALSE,TRUE,2,TRUE
sp262,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5C[C@@H](F)C[C@@H](F)C5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp263,C[C@@H]1Oc2nc(c(F)c3nc(OCCCN4CCOCC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp264,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp265,C[C@@H]1Oc2nc(c(F)c3nc(OCC45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,1,TRUE
sp266,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp267,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1Cl,0,0,4,TRUE,TRUE,2,TRUE
sp268,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC4(CC4(F)F)C5)nc(N4C[C@H]5CC[C@H](N5)C14)c23)-c1nc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp269,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1nc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp270,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(Cl)c(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp271,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCOCC5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp272,Cc1cc(N)nc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6CC6(CC6(F)F)C7)nc(c2F)c34)N5)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp273,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)cc1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp274,C[C@@H]1Oc2nc(c(F)c3nc(OCC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp275,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OC[C@@]67CCCN6[C@H](COc6cc(C(F)(F)F)ncn6)CC7)nc5c3F)N3CCCOC[C@@H]3CC4)c12,1,0,4,TRUE,TRUE,3,TRUE
sp276,CO[C@@H]1CCN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C[C@@H]1F,0,0,4,TRUE,TRUE,2,TRUE
sp277,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp278,C[C@@H]1Oc2nc(c(F)c3nc(OCC4CN(CC(F)F)C4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp279,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4CCNC[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp280,Cc1nc(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6CC6(CC6(F)F)C7)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp281,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC(=C)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1nc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp282,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c2F)N2C[C@H]4CC[C@H](CN4CCCF)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,3,TRUE
sp283,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2ccccc2c1,1,0,4,TRUE,TRUE,1,TRUE
sp284,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)cccc2c1,1,0,4,TRUE,TRUE,1,TRUE
sp285,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp286,Fc1ccc2cccc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c2c1C#C,0,0,4,TRUE,TRUE,2,TRUE
sp287,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)N3CC4CCC(C3)N4)c12,1,0,4,FALSE,TRUE,2,FALSE
sp288,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(F)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp289,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(Cl)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp290,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp291,C[C@@H]1[C@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c-5nc([C@@H]1C#Cc1c(F)ccc6cccc-5c16)c24)N3,0,0,4,TRUE,TRUE,2,TRUE
sp292,F[C@H]1CN2CCC[C@@]2(COc2nc3N4C[C@H]5CC[C@H](N5)[C@H]4CCOc4nc(c(F)c(n2)c34)-c2cccc3ccc(F)c(C#C)c23)C1,0,0,4,TRUE,TRUE,3,TRUE
sp293,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](C7)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp294,CC[C@H]1C[C@@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(nc1c24)-c1cccc2ccc(F)c(C#C)c12)N3,0,0,4,TRUE,TRUE,3,TRUE
sp295,Oc1cc(-c2nc3CCC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp296,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@H](F)CN4CC5(COC5)C4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp297,Nc1nc2c(ccc(F)c2s1)-c1c(Cl)cc2c(nc(OCC34CCCN3C[C@H](F)C4)nc2c1F)N1CC2CCC(C1)N2,0,0,4,FALSE,TRUE,2,TRUE
sp298,C=C1CN2CCC[C@@]2(COc2nc3c4c(c(Cl)c(-c5c(F)ccc6cnn(C)c56)c(F)c4n2)OC[C@@H]2[C@@H]4CC[C@H](CN32)N4)C1,0,0,4,TRUE,TRUE,1,TRUE
sp299,COC1(CN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C1)C(F)F,0,0,4,FALSE,TRUE,2,TRUE
sp300,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)cc1CC(F)F,0,0,4,TRUE,TRUE,1,TRUE
sp301,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@H]5CCC6COCCN65)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp302,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC67CCN6CC(F)(F)C7)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp303,C[C@@H]1Oc2nc(c(F)c3nc(OCC4CCC5N4CCOC5(C)C)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(F)c1C(F)(F)F,0,0,4,FALSE,TRUE,2,TRUE
sp304,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCOC6(CC6)C5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp305,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCN5CC(F)(F)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp306,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)ccc1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp307,Cc1c(F)c(N)cc(-c2nc3OC(CF)[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp308,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1nc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp309,COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(c(F)c3n2)-c2cc(O)cc3cccc(F)c23)C1,1,0,4,TRUE,TRUE,0,TRUE
sp310,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(F)c(F)ccc2c1,1,0,4,TRUE,TRUE,1,TRUE
sp311,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N3CC4CCC(C3)N4)c12,0,0,4,TRUE,TRUE,2,TRUE
sp312,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp313,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(OC(F)(F)F)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp314,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCOCC7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
