ID,SMILES,ADMET_Solubility_Level,ADMET_Unknown_AlogP98,ADMET_BBB_Level,ADMET_EXT_CYP2D6#Prediction,ADMET_EXT_Hepatotoxic#Prediction,ADMET_Absorption_Level,ADMET_EXT_PPB#Prediction
sp103,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OC[C@@]67CCCN6C[C@@]6(CC6(F)F)C7)nc5c3F)N3CCCOC[C@@H]3CC4)c12,0,0,4,TRUE,TRUE,2,TRUE
sp104,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C/C(=CF)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp105,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp106,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCN5C[C@H](F)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)C2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp107,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp108,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]4(CCF)CCCN4C)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp109,C[C@@H]1Oc2nc(c(F)c3nc(OCC45C[C@@H](F)CN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp110,C[C@@H]1Oc2nc(c(Cl)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(Cl)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp111,C[C@@H]1Oc2c(Cl)c(-c3nc(N)ccc3C(F)(F)F)c(F)c3nc(OC[C@@]45CCN4C/C(=CF)C5)nc(c23)N2C[C@H]3CC[C@H](N3)[C@@H]12,0,0,4,TRUE,FALSE,1,TRUE
sp112,C[C@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC4(CC4(F)F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp113,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc2ccc(F)c(C#C)c12,0,0,4,FALSE,TRUE,2,TRUE
sp114,C[C@@H]1Oc2nc(c(F)c3nc(OCCCN4C[C@@H]5C[C@H]4CO5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp115,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp116,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OC[C@@]67CCCN6C[C@H](F)C7)nc5c3F)N3CCOCCC3CC4)c12,0,0,4,TRUE,TRUE,2,TRUE
sp117,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OC[C@@]67CCCN6C[C@H](F)C7)nc5c3F)N3CCOCC[C@@H]3CC4)c12,0,0,4,TRUE,TRUE,2,TRUE
sp118,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@H]5CC[C@H]6COCCN65)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp119,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC5(C)C)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp120,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC(=C)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp121,Oc1cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)C(F)(F)F)c2c(cccc2c1)C#C,0,0,4,TRUE,TRUE,3,TRUE
sp122,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp123,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]4(CN5CCOCC5)CC4(F)F)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp124,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(Cl)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp125,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5C6CCC5COC6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp126,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp127,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(Cl)c(N)c(F)c(F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp128,C[C@@H]1COCCN1CC1(COc2nc3N4C[C@H]5CC[C@H](N5)[C@H]4[C@H](C)Oc4nc(c(F)c(n2)c34)-c2cc(N)c(F)c(C)c2C(F)(F)F)CC1,0,0,4,TRUE,FALSE,2,TRUE
sp129,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]4(CC(F)F)CCCN4C)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp130,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCOCC5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp131,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp132,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45COC[C@H]4CCN5C)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp133,C[C@@H]1Oc2c(Cl)c(-c3nc(N)ccc3C(F)(F)F)c(F)c3nc(OC[C@@]45CCN4C[C@H](F)C5)nc(c23)N2C[C@H]3CC[C@H](N3)[C@@H]12,0,0,4,TRUE,FALSE,1,TRUE
sp134,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@]56CCCN5C/C(=CF)C6)nc4c2F)N2C[C@H]4CC[C@H](CN4CCCF)[C@H]2CO3)c1C(F)(F)F,0,0,4,TRUE,FALSE,3,TRUE
sp135,Oc1cc(-c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N2CC3CCC(C2)N3)c2c(Cl)cccc2c1,0,0,4,TRUE,TRUE,1,TRUE
sp136,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(C#C)c(F)c(F)cc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp137,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC(F)CC7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp138,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC[C@@H](F)C7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp139,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](CN=[N+]=[N-])CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,2,4,TRUE,TRUE,3,FALSE
sp140,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](Cn6ccnn6)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,2,FALSE
sp141,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp142,C[Si]1(C)CCCN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5CCc5nc(c(F)c(n3)c45)-c3cc(O)cc4ccc(F)c(C#C)c34)CC2)CC1,0,0,4,TRUE,TRUE,3,TRUE
sp143,C[C@H]1C[C@@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(nc1c24)-c1cc(O)cc2ccc(F)c(F)c12)N3,0,0,4,TRUE,TRUE,2,TRUE
sp144,Oc1cc(-c2nc3c4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2CC3(F)F)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp145,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC(CC7)OC(F)(F)F)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp146,F[C@H]1CN2CC3(CC3)C[C@]2(COc2nc3N4C[C@H]5CC[C@H](N5)[C@H]4CCc4nc(c(F)c(n2)c34)-c2cccc3ccc(F)c(C#C)c23)C1,0,0,4,TRUE,TRUE,3,TRUE
sp147,CCC[C@@H]1NCCN2[C@@H]1CCc1cc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc2c13)-c1cc(O)cc2ccc(F)c(CC)c12,0,0,4,TRUE,TRUE,3,TRUE
sp148,Oc1cc(-c2nc3CCC[C@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp149,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@]67CCCN6C[C@H](C7)OC(F)(F)F)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp150,Fc1ccc2cccc(-c3nc4CC[C@@H]5[C@@H]6CC[C@H](CN5c5nc(OC[C@@]78CCCN7[C@H](COC(C(F)(F)F)C(F)(F)F)CC8)nc(c3F)c45)N6)c2c1C#C,0,0,4,TRUE,TRUE,3,TRUE
sp151,Oc1cc(-c2nc3CC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COc6ncccc6OC(F)(F)F)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp152,COC1(CCN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5CCc5nc(c(F)c(n3)c45)-c3cc(O)cc4ccc(F)c(C#C)c34)CC2)CC1)C(F)(F)F,0,0,4,TRUE,TRUE,3,TRUE
sp153,O[C@@H]1C[C@@H]2[C@@H]3CC[C@H](CN2c2nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(nc1c24)-c1cccc2ccc(F)c(C#C)c12)N3,0,0,4,TRUE,TRUE,2,TRUE
sp154,F[C@H]1CN2CCC[C@@]2(COc2nc3N4C[C@H]5CC[C@H](N5)[C@H]4CCCCc4nc(c(F)c(n2)c34)-c2cccc3ccc(F)c(C#C)c23)C1,0,0,4,TRUE,TRUE,3,TRUE
sp155,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@@H](C5)OCc4ccc(cc4)-c4ccccc4C#N)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,3,TRUE
sp156,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45C[C@@H](F)CN4C[C@@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp157,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@@H]5C[C@@H](F)CN5C)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp158,Cc1c(F)c(N)cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp159,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(F)c1CC(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp160,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC6CCC5CO6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp161,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp162,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC4(CC4(F)F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp163,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp164,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCCN4C[C@H](F)[C@@H]5F)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp165,C[C@@H]1Oc2nc(c(F)c3nc(OCC45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(F)c1C(F)(F)F,0,0,4,TRUE,FALSE,1,TRUE
sp166,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCOCC7)CC6)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp167,Cc1cc(N)nc(-c2c(Cl)c3c4c(nc(OC[C@]56CCN5CC(F)(F)C6)nc4c2F)N2C[C@H]4CC[C@H](N4)[C@H]2[C@H](C)O3)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp168,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp169,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@H]4CC[C@@H]5COC(C)(C)CN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(F)c1C(F)(F)F,0,0,4,FALSE,TRUE,2,TRUE
sp170,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@H]4C[C@@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,1,TRUE
sp171,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp172,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6C[C@H](F)C7)nc(c2F)c34)N(CCCF)C5)c2c(cccc2c1)C#C,0,0,4,TRUE,TRUE,3,TRUE
sp173,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CC[C@H]5COCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)cc(F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp174,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4CCC5C=C(F)CCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp175,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCO[C@@H](CF)C5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp176,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5C[C@H]6C[C@@H]5CO6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp177,C#Cc1c(F)ccc2cc(O)cc(-c3nc4c5c(nc(OC[C@@]67CCCN6C[C@H](F)C7)nc5c3F)N3CCCOC[C@@H]3C=C4C)c12,0,0,4,TRUE,TRUE,3,TRUE
sp178,C#Cc1c(F)ccc2cccc(-c3nc4c5c(nc(OC[C@@]67CCCN6[C@H](COC(=O)N6CCCCC6)CC7)nc5c3F)N3CCCOC[C@@H]3CC4)c12,1,0,4,FALSE,TRUE,3,TRUE
sp179,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@H]6CC[C@H]7COCCN67)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp180,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4CC4(CC4(F)F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp181,C=C1CN2CCC[C@@]2(COc2nc3c4c(c(Cl)c(-c5nc(N)cc(C)c5Cl)c(F)c4n2)OC[C@@H]2[C@@H]4CC[C@H](CN32)N4)C1,0,0,4,TRUE,TRUE,2,TRUE
sp182,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCO[C@H](CF)C5)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp183,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCN6CC(F)(F)C7)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp184,COCC1(F)CCN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C1,0,0,4,TRUE,FALSE,2,TRUE
sp185,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CCC(C5)C(F)F)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp186,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@H]4C[C@@H](F)CN4C)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp187,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45C[C@@H](F)CN4C[C@@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp188,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)cc1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp189,C#Cc1c(F)ccc2cc(O)cc(-c3cc4c5c(nc(OC[C@@]67CCCN6C[C@H](F)C7)nc5c3F)N3CCCOC[C@@H]3CC4)c12,0,0,4,TRUE,TRUE,3,TRUE
sp190,C#Cc1c(F)ccc2cccc(-c3nc4c5c(nc(OC[C@@]67CCCN6[C@H](COC(=O)NCC)CC7)nc5c3F)N3CCCOC[C@@H]3CC4)c12,1,0,4,TRUE,TRUE,3,TRUE
sp191,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1c(F)c(N)cc(C)c1CC(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp192,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@H]4COC[C@H]5CCCN45)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp193,Cc1c(F)c(N)cc(-c2nc3O[C@H]([C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@]6(CN7CC8(COC8)C7)CC6(F)F)nc(c2F)c34)N5)C(F)(F)F)c1C(F)(F)F,0,0,4,FALSE,FALSE,2,TRUE
sp194,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C(F)F)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp195,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC6CC(C5)O6)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,TRUE,2,TRUE
sp196,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)ccc1C(F)(F)F,0,0,4,TRUE,FALSE,1,TRUE
sp197,C[C@@H]1Oc2nc(c(F)c3nc(OCC4(CN5CC[C@H]6OCC[C@@H]56)CC4)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)nc(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp198,COC1(C)CN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C1,0,0,4,TRUE,TRUE,2,TRUE
sp199,C[C@H]1CN(CC2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5[C@H](C)Oc5nc(c(F)c(n3)c45)-c3cc(N)nc(C)c3C(F)(F)F)CC2)C[C@@H](C)O1,0,0,4,TRUE,TRUE,2,TRUE
sp200,C[C@@H]1Oc2nc(c(F)c3nc(OC[C@]45CCN4CC(F)(F)C5)nc(N4C[C@H]5CC[C@H](N5)[C@@H]14)c23)-c1cc(N)c(F)c(C)c1C(F)(F)F,0,0,4,TRUE,FALSE,2,TRUE
sp201,C=C1CN2CCC[C@@]2(COc2nc3c4c(c(Cl)c(-c5nc(N)cc(C)c5C(F)(F)F)c(F)c4n2)OC[C@@H]2[C@@H]4CC[C@H](CN32)N4)C1,0,0,4,TRUE,FALSE,2,TRUE
sp202,Oc1cc(-c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N2CC3CCC(C2)N3)c2c(cccc2c1)C#C,0,0,4,TRUE,TRUE,2,TRUE
sp203,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCC[C@H](F)C7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,3,TRUE
sp204,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OCC6(CN7CCCOCC7)CC6)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,TRUE,TRUE,2,TRUE
sp205,Oc1cc(-c2nc3OC[C@@H]4[C@@H]5CC[C@H](CN4c4nc(OC[C@@]67CCCN6[C@H](COC(=O)N6CCCCCC6)CC7)nc(c2F)c34)N5)c2c(C#C)c(F)ccc2c1,0,0,4,FALSE,TRUE,3,TRUE
sp206,CN(C(=O)OC[C@@H]1CC[C@]2(COc3nc4N5C[C@H]6CC[C@H](N6)[C@H]5COc5nc(c(F)c(n3)c45)-c3cc(O)cc4ccc(F)c(C#C)c34)CCCN12)C(F)(F)F,0,0,4,FALSE,TRUE,3,TRUE
