SMILES,ID
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)CCC1=CCCCC1)c1c([O-])[nH]c(=S)n(c1=O)CCC1=CCCCC1,STOCK1N-16315
COC(=O)C(Cc1ccc(cc1)O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C#C)C)C,STOCK1N-16384
COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)NCCCN2CCCc3c2cccc3)NC(=O)C)cc(c1OC)OC,STOCK1N-16773
COC(=O)C(Cc1ccc(cc1)O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CCC2C(=O)C)C)C,STOCK1N-17116
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)C1CCCCC1)c1c([O-])[nH]c(=S)n(c1=O)C1CCCCC1,STOCK1N-17182
COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1NCCc3c1cc(Oc1c4[C@@H](C2)N(C)CCc4c(c(c1OC)OC)OC)c(OC)c3,STOCK1N-17309
COc1c(OC)c2Oc3cc4C(=NCCc4cc3OC)Cc3ccc(Oc4cc(C[C@@H]5c2c(c1O)CCN5C)ccc4OC)cc3,STOCK1N-17409
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)c1ccccc1C)c1c([O-])[nH]c(=S)n(c1=O)c1ccccc1C,STOCK1N-18302
[O-][N+](=O)O.COc1ccc2cc1Oc1ccc(cc1)CC1=NCCc3c1cc(Oc1c4[C@@H](C2)N(C)CCc4c(c(c1OC)OC)OC)c(OC)c3,STOCK1N-18333
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)c1ccc(cc1)Cl)c1c([O-])[nH]c(=S)n(c1=O)c1ccc(cc1)Cl,STOCK1N-18599
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)c1cccc(c1)C)c1c([O-])[nH]c(=S)n(c1=O)c1cccc(c1)C,STOCK1N-18821
O=C(N[C@H]1[C@@H](OCc2ccccc2)O[C@H]2[C@H]([C@@H]1OC(=O)C)OC(OC2)c1ccccc1)OCC(Cl)(Cl)Cl,STOCK1N-19026
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)[nH]c(=S)n(c1=O)c1ccc(cc1)C)c1c([O-])[nH]c(=S)n(c1=O)c1ccc(cc1)C,STOCK1N-19313
COc1ccc(cc1C[NH+]1C[C@@H]2C[C@H](C1)c1n(C2)c(=O)ccc1)C(c1c(O)n(c2ccccc2)c(=S)n(c1=O)c1ccccc1)c1c([O-])n(c2ccccc2)c(=S)n(c1=O)c1ccccc1,STOCK1N-21282
COC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)CON=C1CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C(=O)C)C)C,STOCK1N-22445
O=C(C(C)C)Nc1nc(O)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@@H](C1OC(=O)c1ccccc1)O)COC(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C.OC(=O)c1ccccc1,STOCK1N-22793
CCCCCCCCCCCCCCC(=O)N[C@H]1C(OC(=O)Cc2ccccc2)O[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)COC(=O)C,STOCK1N-24174
O=C(N/C(=N/C(=O)OCc1ccccc1)/NCCC[C@@H](C(=O)Nc1ccc2c(c1)oc(=O)cc2C)NC(=O)OCc1ccccc1)OCc1ccccc1,STOCK1N-24654
O=C(C1O[C@@H]2OC3(O[C@@H]2[C@@H]2[C@H]1OC1(O2)CCCCC1)CCCCC3)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,STOCK1N-25072
O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@]2([C@]1(/C=N/CCc1ccc(cc1)F)CC[C@@H](C2)OC1CC(O)C(C(O1)C)O)O)O,STOCK1N-25118
CCCCC[C@H](/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)NC(C(=O)OC)Cc1ccc(c(c1)[N+](=O)[O-])OC)O,STOCK1N-25409
CCCCC[C@H](/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)NC(C(=O)OC)Cc1ccc(c(c1)[N+](=O)[O-])O)O,STOCK1N-25715
COc1cc(cc(c1OC)OC)C1C2=C(Nc3c(N1C(=O)CCC(=O)O)cccc3)CC(CC2=O)c1ccccc1,STOCK1N-25787
CCCCC[C@@H](/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)NC(C(=O)OCc1ccc(cc1)[N+](=O)[O-])CC(C)C)O,STOCK1N-26317
COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)NCCc2ccc(cc2)F)N(Cc2ccccc2O)C)cc(c1OC)OC,STOCK1N-26999
COc1ccc(cc1CN1C[C@@H]2C[C@@H](C1)c1n(C2)c(=O)ccc1)/C=N/n1cnc2c(c1=O)[nH]c1c2cc(cc1)Cl,STOCK1N-27147
CCOC(=O)C(C(c1ccccc1)O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C#C)C)C,STOCK1N-27549
CC(=O)O.CCOC(=O)c1ccccc1OCc1cc(ccc1OC)C1NCCc2c1[nH]c1c2cc(cc1)OCc1ccccc1,STOCK1N-27758
CCOC(=O)C(C(c1ccccc1)O)NC(=O)CO/N=C\1/CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(O)C(=O)C)C)C,STOCK1N-27787
CC(=O)O.COc1ccc(cc1Cn1nc(c(c1C)[N+](=O)[O-])C)C1NCCc2c1[nH]c1c2cc(cc1)OCc1ccccc1,STOCK1N-27794
COc1cc(ccc1OC)C(=O)N/N=C\1/c2cc(Br)ccc2N(C1=O)CN1CCc2c([C@@H]1C)cc(c(c2)OC)OC,STOCK1N-27810
COc1c(/C=C\2/C(=O)NC(=O)N(C2=O)c2ccc(cc2)Cl)c(CCN(C(=O)c2ccccc2)C)cc2c1OCO2,STOCK1N-27874
COC(=O)C(Cc1ccc(c(c1)[N+](=O)[O-])O)NC(=O)CCC(=O)OC1CCC2[C@]1(C)CCC1C2CCC2=CC(=O)CC[C@]12C,STOCK1N-27926
COc1c(/C=C\2/C(=O)NC(=O)N(C2=O)c2c(C)cc(cc2C)C)c(CCN(C(=O)c2ccccc2)C)cc2c1OCO2,STOCK1N-28221
