SMILES,ID
COC(=O)CC[C@@]1(C)[C@H](C[C@H]([C@@]2([C@@H]1CC[C@@]1(C2=CC[C@H]1[C@H]1CO[C@@H](C1)C=C(C)C)C)C)OC(=O)[C@@H]([C@@H](CC)C)O)C(O)(C)C,NPC475414
CCCN=C(C[C@@H]1C[C@]2(C[C@@H](/C=C/C(=C/C[C@H]3[C@@H](C)C[C@H]([C@@H](C)O3)N=C(/C=C\[C@H](C)OC(=O)C)O)/C)O1)CO2)O,NPC480806
CC(=CCc1c2O[C@]34C(=C[C@@H]5C[C@H]3C(O[C@@]4(C/C=C(\C(=O)O)/C)C5=O)(C)C)C(=O)c2c(c2c1OC(C)(C)C=C2)O)C,NPC40089
O=C(Cc1ccc(cc1)O)OCC1=CC(=O)C2=C(C)C[C@@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)[C@H]3C)O[C@H]1CC(=C2[C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)C(=CC2=O)COC(=O)Cc1ccc(cc1)O)C,NPC89317
C=C1CCCC2=NC[C@H](C)[C@@H](C)C[C@]32CCC(=C(C)[C@@H]3/C=C(\C)/[C@H](C[C@@H]2[C@H](C)C[C@]3([C@@](C)(CC[C@@H](C1)O3)O)O2)O)[C@@H]1C=C(C)C(=O)O1,NPC196037
CCCCC/C=C/C1=C(CO[C@H]2[C@@]3(C[C@@]4(C[C@H](C)C(=O)O4)O2)[C@@H]2C[C@H]3C(=C)[C@H](C2)OC(=O)C(C)(C)[C@H](C)O)[C@H]2[C@]3(C[C@@H](C(C)(C)O2)O)[C@H]([C@@H]1O)O3,NPC480500
CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,NPC20621
CC(C)C(=O)O[C@H]1[C@@H](C)C[C@]2([C@H]1[C@H]([C@]1(COC(=O)c3cccnc3)[C@@H](C[C@H]3[C@@H]([C@H]1[C@@](C)(C2=O)OC(=O)C)C3(C)C)OC(=O)C)OC(=O)c1ccccc1)O,NPC482290
CC(C)C[C@H]1C(=O)O[C@@H](C/C=C/C(=N[C@H](Cc2ccc(c(c2)Cl)OC)C(=NCCC(=O)O1)O)O)[C@H](C)[C@@H]1[C@@H](c2ccccc2)O1,NPC134413
C[C@@H]([C@@H]1CC[C@@H]2[C@H]3[C@H](CC[C@]12C)[C@]1(C)C=CC(=O)C=C1C[C@H]3O)[C@H]1C[C@]2(C)C(C)(C)O[C@]([C@H](C(=O)SC)O)(O1)O2,NPC190302
Cc1cc2c(c(c1)OC)C(=O)c1c(cc(c(c1[C@H]2[C@H]1c2cc(C)cc(c2C(=O)c2c(cc(c(c12)Cl)O)O)OC)Cl)O)O,NPC151292
CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O,NPC61257
C[C@@H]1C(=O)C=C[C@]2(C)[C@@H]3CC[C@H]4/C(=C(\CCCC(C)(C)O)/C(=O)O)/[C@H](C[C@]4(C)[C@@]3(C)C(=O)[C@H]([C@@H]12)OC(=O)C)OC(=O)C,NPC147180
CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=N[C@@H](CCCCCC(=O)CC)C(=N[C@@H](Cc2cn(c3ccccc23)OC)C(=N1)O)O)O,NPC117244
CCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O,NPC320569
CC(=CCc1c2O[C@]34C(C(=O)c2c(c2c1OC(C)(CCC=C(C)C)C=C2)O)C(O)[C@@H]1C[C@H]3C(O[C@@]4(C/C=C(\C(=O)O)/C)C1=O)(C)C)C,NPC476210
C[C@H]1Cc2cc(c(c(c2-c2c(cc(c(c2OC)OC)OC)[C@@H]([C@@]1(C)O)OC(=O)c1ccccc1)OC)OC)OC,NPC76449
CC/C=C(/[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](N=C(O)CN(C)C(=O)[C@H]([C@@H](CC)C)N(C(=O)[C@@H](N=C([C@H](OC(=O)/C(=C/C[C@@H]([C@@H]1C)O)/C)C(C)C)O)C(C)C)C)C(C)C)\C,NPC472536
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=CC(=C5C6CC7C8(COC(C79C(O9)C)N(C8CC1=C6NC2=CC=CC=C12)C)C(=O)OC)OC)C(=O)OC,NPC471303
O=C1C=CC[C@@H](O1)C[C@@H]1C[C@H]2C[C@](O1)(/C=C/c1ccccc1)Oc1c2c(O)cc(c1C(=O)/C=C/c1ccccc1)O,NPC175513
COC(=O)[C@@]12CC(=O)/C=C(/C)\CC/C=C(/C(=O)C[C@H](C(=O)[C@H]2CC(=C2[C@@H]1/C=C(\C)/CC[C@@H]1O[C@@H]([C@@]([C@H](C2)O)(C)O)CC[C@@]1(C)O)C)C(C)C)\C,NPC476235
CC(=O)O[C@@H]1C2[C@H](O)[C@@H]([C@]3([C@@]1(OC2(C)C)[C@@](C)(O)C[C@@H]([C@@H]3OC(=O)c1ccccc1)OC(=O)c1ccccc1)C)OC(=O)c1ccccc1,NPC471101
COC(=O)CC(CC(=O)O[C@@H]1CC[C@]2([C@H](C1(C)C)CCC1=C2C[C@H](O)[C@]2([C@@]1(C)CC[C@@H]2[C@@H](CCC(=C)[C@@H](C(=O)O)C)C)C)C)(O)C,NPC473788
CCCCCC=CCC=CCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O,NPC326150
CCC(=O)OC[C@@]1(C)[C@@H]2C[C@@H]([C@]3(C)[C@H]([C@H](c4c(cc(c5cccnc5)oc4=O)O3)O)[C@@]2(C)CC[C@@H]1OC(=O)C)OC(=O)CC,NPC65260
CC1(CC(=O)C2=C(O1)C=CC3=C2NC(=O)C34CC5(CN6CCCC6CC5C4(C)C)[N+](=O)[O-])C.C(=O)(C(F)(F)F)O,NPC470002
Cc1c(cc2c([C@@H]3[C@@H]([C@](c4ccccc4)(O2)OC2=C(C)C(=O)C(=C([C@]32C)OC)CCC(=O)c2ccccc2)O)c1OC)O,NPC481721
CCCCCO[C@H]1C(=C)[C@@H]([C@H]([C@H](C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(C[C@H](C)[C@@H]([C@H]12)O)O)O)OCCCCC)OCC(C)C,NPC39925
CCOC(C)(C)C(C1CC(C(O1)OC)C2CC=C3C2(CCC4C3(C(CC5C4(CCC(C5(C)C)OC(=O)C)C)O)C)C)O,NPC470062
CC(C)([C@H]1CC[C@](C)([C@H](CC[C@@](CO)(C2=CC[C@@H]3[C@](C)(CC[C@H]([C@]4(C)CC[C@H](C(C)(C)O4)Br)O3)O2)O)O)O1)O,NPC231784
COc1cc2CCN([C@H]3c2c(c1O)Oc1cc2c(cc1OC)CCN([C@@H]2Cc1ccc(Oc2cc(C3)ccc2OC)cc1)C)C,NPC182052
CC1=CC[C@H]2C(=O)C(=CC(=O)[C@]2([C@@H]1C[C@H]1C(=C)C(=O)C[C@H]2C(C)(C)CCC[C@]12C)c1cc(=O)c2c(cc(cc2o1)O)O)OC,NPC61382
COc1ccc(cc1)c1cc(=O)c2c(cc(c(c3c(=O)c4c(cc(cc4oc3c3ccc(cc3)O)OC)O)c2O)OC)o1,NPC25314
C=C1CC[C@@H]2[C@@](C)(CCC[C@]2(C)[C@H]1CO[C@H]([C@@H](CC(=O)O)C(=O)OC[C@]1(C)CCC[C@]2(C)[C@H](CO[C@H]([C@@H](CC(=O)O)C(=O)OC)C(=O)OC)C(=C)CC[C@@H]12)C(=O)OC)CO,NPC146143
COc1cc(ccc1c1ccc(C[C@H]2COC(=O)[C@@H]2Cc2cc(c(c(c2)OC)O)OC)cc1OC)C[C@H]1COC(=O)[C@@H]1Cc1cc(c(c(c1)OC)O)OC,NPC30441
CCCCCCCCCCCC1=C(C(=O)C(=C(C1=O)[O-])C(C)C1=C(C(=O)C(=C(C1=O)[O-])CCCCCCCCCCC)O)[O-],NPC72471
COc1cc(O)c(c(c1)CCc1ccc(c(c1)OC)O)Cc1c(CCc2ccc(c(c2)OC)O)cc(cc1OC)O,NPC472092
CC[C@]12C=CCN3CCc4c5ccccc5n([C@H](C1)c1cc5c(cc1O)NC1=C(C[C@]6(CC)C=CCN7CC[C@]51[C@H]67)C(=O)OC)c4[C@H]23,NPC51575
CC[C@@H]([C@@H]1N=C(O)[C@@H](N=C(O)[C@@H](N=C([C@@H]2N(C1=O)CCCC2)O)CCCCC(=O)C)Cc1cn(c2c1cccc2)OC)C,NPC473763
CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)c3ccccc3)[C@@H](C)[C@]3([C@H]([C@@H]1C2(C)C)C=C(CO)C[C@]1([C@H]3C=C(C1=O)C)O)O,NPC22571
CC1=CCC[C@@H]2[C@@](C)(/C=C/C3=CC(=O)OC3)[C@](C)([C@H]([C@@H]([C@@]12C)OC(=O)c1ccccc1)OC(=O)c1ccccc1)O,NPC224491
CN1CCc2cc(c3cc2[C@H]1Cc1ccc(cc1)Oc1c2c(CCN(C)[C@@H]2Cc2ccc(c(c2)O3)O)cc(c1O)OC)O,NPC101556
C/C/1=C\[C@@H]2[C@H](C[C@@H](C(=C)[C@@H]([C@H]3[C@H]([C@@H](C)C[C@@]3(C1=O)O)OC(=O)c1ccccc1)OC(=O)C)OC(=O)c1ccccc1)C2(C)C,NPC482352
Cc1c(cco1)[C@@H]1CC[C@H]2[C@H](CC=C3C[C@@H]([C@H](C[C@@]23C)O)O[C@H]2C[C@H]([C@@H]([C@@H](C)O2)O[C@H]2C[C@H]([C@@H]([C@@H](C)O2)O[C@H]2C[C@H]([C@@H]([C@@H](C)O2)O)OC)O)OC)C1=O,NPC82800
C/C(=C\C[C@@H]([C@@H](C)[C@H]1C[C@@H]([C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O)OC(=O)C)OC(=O)C)/C(=O)O,NPC478310
CCC(CC(=O)OC1CC2C3(CCC4C(CCCC4(C3CC(C2(C(C1C(=O)C)C=O)C)OC(=O)C)C)(C)CC)C)O,NPC475211
CC(C)C(=C)CC[C@H]([C@H]1[C@@H](C[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)OC(=O)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](COC(=O)C)O1)O)O)O,NPC73455
CC[C@H]1C[C@@H]2C[C@]3(c4c(CCN([C@@H]13)C2=O)c1ccc(c([C@@H]2C[C@@H]3/C(=C\C)/CN5COC[C@]3([C@@H]5Cc3c5ccccc5[nH]c23)C(=O)OC)c1[nH]4)OC)C(=O)OC,NPC485944
CC/C=C\C/C=C\C=C\C=C\C=C/[C@H]1[C@@H]([C@@H](C=C[C@@H](CCC(=O)O1)Cl)O)O[C@@H]1C[C@H]([C@H]([C@H](C)O1)O[C@H]1C[C@H]([C@@H]([C@@H](C)O1)O[C@H]1CC[C@H]([C@H](C)O1)O)O)O,NPC158439
CC(=CCC[C@@]1(C)C=Cc2c(c3C(=O)C4=C[C@@H]5C[C@H]6C(C)(C)O[C@@](C/C=C(/C)\C(=O)O)(C5=O)[C@@]46Oc3c(CC=C(C)C)c2O1)O)C,NPC296677
CC1=C2[C@H]([C@@H]([C@]3(C)CC[C@@H]([C@]4(CO4)[C@H]3[C@@H]([C@H](C[C@@H]1OC(=O)C)C2(C)C)OC(=O)C)OC(=O)C[C@H](c1ccccc1)NC)OC(=O)c1cccnc1)OC(=O)C,NPC6074
CCCC[C@@H](C)C[C@@H](C)C(=O)N(C)[C@@H](C=C(C)C)C(=N[C@@H]([C@@H](C)OC(=O)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N1[C@@H](C)C=CC1=O)O,NPC489399
COc1cc(ccc1O)[C@@H]([C@H](COC(=O)/C=C/c1ccc(cc1)O)Oc1ccc(/C=C/COC(=O)/C=C/c2ccc(cc2)O)cc1OC)O,NPC485276
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2([C@@H](C=C(C[C@@]3([C@H]2C=C(C)C3=O)O)CO)[C@@H]2C(C)(C)[C@]12OC(=O)C)O,NPC298573
CC12CC=C3CC(OCC3(C1CC(=O)C4(C2C=CC56C4(C5)CCC6C7CC8(CC(CO8)(C)OC(=O)CC(C9=CC=C(C=C9)O)O)OC7=O)C)C)C1=CC=C(C=C1)OC,NPC471859
COc1cc(c(C(=O)CCc2ccc(cc2)O)c2c1C[C@@H](C/C=C/c1ccc(cc1)O)[C@H](c1ccc(cc1)O)O2)O,NPC488269
CCCCCCCCC(=O)/C=C/C=C/C(=O)O[C@@]12C[C@@H](C)[C@]3([C@@H](C=C(C[C@]4([C@H]3C=C(C)C4=O)O)CO)[C@@H]1[C@@]2(C)COC(=O)C)O,NPC180640
CCCC(=O)c1c(O)c(CC2=C(O)C(C(=C(C2=O)C(=O)C)O)(C)C/C=C(/CCC=C(C)C)\C)c2c(c1O)C=CC(O2)(C)C,NPC321629
CC(=C[C@@H]1C[C@H](CO1)[C@@H]1CC=C2[C@@]1(C)CC[C@@H]1[C@@](C)(CCC(=O)OC)[C@H](C[C@H]([C@@]21C)OC(=O)[C@@H](C(C)C)O)C(C)(C)O)C,NPC173172
COc1ccc(cc1)c1cc(=O)c2c(cc(c(c3c(=O)c4c(cc(cc4oc3c3ccc(cc3)OC)OC)O)c2O)OC)o1,NPC3945
Cc1ccc2c3c1[C@@H](OC)O[C@H]([C@@]3(C)CC2(C)C)O[C@H]1[C@@H]([C@H]2[C@H](C)C[C@@H]([C@H]3C(C)(C)C[C@@]1(C)[C@@]23O)OC(=O)C)O,NPC483113
CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@@H]([C@@H]2CC=C3C[C@H](CC[C@]3(C)C2=O)O[C@H]2[C@H]([C@@H]([C@@H]([C@H](C)O2)OC(=O)C)O)O)[C@]1(C)CCO,NPC118225
CC(C)C(=C)C(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@@](C)([C@H](CC[C@]54C[C@@]35CC[C@]12C)O)C(=O)O[C@H]1[C@@H]([C@@H]([C@H]([C@H](C)O1)O)O)O,NPC73986
CC(=O)O[C@H]1C2CC3([C@](C)([C@H]1OC(=O)c1ccccc1)[C@H]([C@H]([C@@H]([C@]3(C)O)OC(=O)c1ccccc1)OC(=O)C)OC(=O)c1cccnc1)OC2(C)C,NPC483889
CC1=C[C@]2([C@@H](CC[C@@H](C[C@](C)(C(=O)OC)O)O2)O)O[C@@H](C1)[C@H](C)/C=C/[C@@H]1CC[C@@]2(CC[C@@H]3[C@H]([C@@H](C(=C)[C@@H]([C@H](C[C@H](C)[C@@H]4[C@H](C)CC[C@]5(CCCCO5)O4)O)O3)O)O2)O1,NPC140351
C[C@H]1CN(C)C[C@@H]2[C@@H](C)[C@@H](C[C@H]12)OC(=O)[C@H]1[C@H](c2ccc(c(c2)OC)O)[C@H]([C@@H]1c1ccc(c(c1)OC)O)C(=O)O[C@@H]1C[C@@H]2[C@@H](C)CN(C)C[C@@H]2[C@H]1C,NPC297740
CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=CC[C@@H](C(C)(C)O)[C@@](CCC(=O)OC)(COC(=O)C)C4=CC[C@]23C)OC1=O,NPC486184
CC(=O)O[C@@H]1C[C@@H]([C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4[C@]3(C)[C@@H]([C@@H]([C@H]2C1(C)C)O)OC(=O)C)c1ccoc1)OC(=O)C,NPC253201
COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2cc(c3cc(C[C@@H]4[C@@H](Cc5ccc(c(c5)OC)OC)COC4=O)cc(c3O)OC)c(c(c2)OC)O)cc1OC,NPC109500
CCO[C@H](c1ccc(c(c1)OC)O)[C@H](Oc1c(OC)cc(cc1OC)c1cc(=O)c2c(o1)cc(cc2O)O)CO,NPC476410
CCCCCCCCCCCC[C@H]([C@H]1CC[C@H]([C@@H](CC[C@@H]2C[C@@H](CCCCC[C@H](CC3=C[C@H](C)OC3=O)O)OC(C)(C)O2)O)O1)O,NPC488630
C=C1[C@H]2C[C@@]3(C[C@@H](C(=C([C@H]([C@@H]([C@]2(C)[C@H](C[C@@H]1OC(=O)/C=C/c1ccccc1)OC(=O)C)OC(=O)C)OC(=O)C)C3(C)C)C)OC(=O)C)O,NPC206181
CC1C(NC(=O)C(NC(=O)C(N(C(=O)C2CSC(=N2)C(NC(=O)C3CSC(=N3)C(N(C(=O)C4CCCN4C(=O)C(N(C(=O)C(OC1=O)CC5=CC=CC=C5)C)C(C)C)C)CC6=CC=CC=C6)C)C)CC7=CC=CC=C7)C(C)C)C,NPC317725
CCCCCCCCCCCCC/C=C/[C@@]12O[C@H]3[C@@](O1)(C[C@H]([C@@]1(O2)[C@H]3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)C(=C)C,NPC162495
CCC[C@@H]1[C@H](C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@H](Cc2ccccc2)C(=N[C@@H](CCSC)C(=N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=N[C@@H](C)C(=N1)O)O)O)O,NPC105717
CC1C(CC(C2(CO2)C(CC3CC=CC(O3)CC(C(C=C(C=CC(=O)OC1C(C)C(C(C)CCC(=O)C(C)C(C(C)C=CN(C)C=O)OC)O)C)O)OC)OC)OC)OC,NPC475383
CC(C)[C@@H]1CC(=O)[C@H](C)CCC[C@H](C)CC(=O)[C@H]2CC(=C3C[C@@H]([C@@](C)([C@H]4CC[C@](C)([C@H](CC/C(=C/[C@@H]3[C@]2(CC1=O)C(=O)OC)/C)O4)O)O)OC(=O)C)C,NPC124246
C=C(C)[C@]12C[C@@H](COC(=O)c3ccccc3)[C@@]34[C@@H]5[C@H]1O[C@]([C@@H](CCCCCC[C@@H](C)[C@H]1[C@H](C)[C@@H]([C@]([C@H]31)([C@@H]([C@]1(CO)[C@H]5O1)O)O)OC(=O)c1ccccc1)O)(O2)O4,NPC47798
CC12CC=C3CC(OCC3(C1CC(=O)C4(C2C=CC56C4(C5)CCC6C7CC8(CC(CO8)(C)OC(=O)O)OC7=O)C)C)C9=CC=CC=C9,NPC471856
C/C=C\1/CN(C)[C@@H]2[C@H]([C@@H]1C[C@@H](O)c1c(C2)c2c(n1[C@@H]1C[C@@H]3/C(=C\C)/CN([C@H]([C@H]3C(=O)OC)Cc3c1[nH]c1c3cccc1)C)cccc2)C(=O)OC,NPC33949
COc1cc(/C=C/COC(=O)c2ccc(cc2)O)cc(c1O[C@H]([C@H](c1ccc(c(c1)O)OC)O)COC(=O)c1ccc(cc1)O)OC,NPC476373
CC1(C)[C@@H]2C[C@@H]([C@]3(C)[C@H](CC[C@@](C)([C@]3([C@@H]2OC(=O)c2cccnc2)O1)O)OC(=O)c1ccccc1)OC(=O)/C=C/c1ccccc1,NPC9368
CCCCCC=CC=CC(=O)OC1C(C(C(C2C13C(OC(C3=CC(C2)O)OC(=O)C)OC(=O)C)(C)CC=C(C)C=C)C)O,NPC470025
CCCCCCCCCCCC[C@@H]([C@@H]1CC[C@H](O1)[C@H](CCCCCC(=O)CCCCC1CC(C(=O)O1)CC(=O)C)O)O,NPC51249
CCCCCCCC(=O)O[C@]12[C@H]([C@@H]3C(=O)C(=C[C@]4([C@@H](C=C(C)C4=O)[C@]3([C@H](C)[C@H]1OC(=O)CCCCC)O)O)CO)C2(C)C,NPC486561
CN1CCc2cc(c(c3c2[C@H]1Cc1ccc(cc1)Oc1c2c(CCN[C@@H]2Cc2ccc(cc2)O3)cc(c1OC)OC)OC)OC,NPC204131
C[C@H]1[C@H](c2c(CO1)c(c1c(cc(cc1OC)OC)c2c1c2cc(cc(c2c(c2CO[C@@H](C)[C@H](c12)OC(=O)C)O)OC)OC)O)OC(=O)C,NPC118000
CCCCCCCCCCCC[C@@H]([C@H]1CC[C@@H]([C@@H](CCCC[C@@H](CCCCC[C@@H]2C[C@@H](CC(=O)C)C(=O)O2)O)O)O1)O,NPC146052
CC(=O)O[C@H]1[C@@H]([C@@]2(C)[C@H](C[C@@H]3[C@H]([C@@]2([C@](C)([C@H]1OC(=O)c1cccnc1)O)OC3(C)C)OC(=O)C)OC(=O)C=Cc1ccccc1)OC(=O)c1ccccc1,NPC253747
COc1cc(ccc1O)C[C@@H](COC(=O)/C=C\c1ccc(cc1)O)[C@@H](Cc1ccc(c(c1)OC)O)COC(=O)/C=C/c1ccc(cc1)O,NPC485282
CCCCCCC(CCCC(C1CCC(O1)C(CCC(C2CCC(O2)CCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,NPC318151
CCCCC/C=C/C1=C(CO[C@@H]2[C@@]3(C[C@]4(C[C@H](C)C(=O)O4)O2)[C@@H]2C[C@H]3C(=C)[C@H](C2)OC(=O)C(C)(C)[C@H](C)O)[C@H]2[C@]3(C[C@@H](C(C)(C)O2)O)[C@H]([C@@H]1O)O3,NPC480501
CC[C@H]1/C=C/[C@@H]([C@H](C=C(C)C)O)OC(=O)/C(=C\CC(=Nc2cc(cc3[C@@H]4[C@H](C)C(=O)C[C@@](CC1)(O4)Oc23)O)O)/C,NPC143008
CC(=CCC[C@@]1(C)C=Cc2c(c3C(=O)C4=C[C@@H]5C[C@H]6C(C)(C)O[C@@](C/C=C(/CO)\C(=O)O)(C5=O)[C@@]46Oc3c(CC=C(C)C)c2O1)O)C,NPC271086
CCCCCCCCCCCC[C@@H]([C@@H]1CC[C@H](O1)[C@H](CCCCCCC(CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,NPC103284
CC(=CCC/C(=C/Cc1c(c(CC=C(C)C)c2c(c1O)C(=O)C1=C[C@@H]3CC4C(C)(C)OC(C/C=C(\C)/C(=O)O)(C3=O)[C@@]14O2)O)/C)C,NPC184052
CC1CCCCCCCC23OC4C5C6C(O6)(C(C7(C(C1C(C7OC(=O)C8=CC=CC=C8)C)C5(O2)C(C(C4(O3)C(=C)C)OC(=O)C)C)O)O)CO,NPC475252
CC(C)C(=N[C@H](C)C(=O)O[C@H]1C/C=C/C=C/C=C/[C@@H](CC(=Nc2cc(CC/C=C(/C)\[C@@H]([C@H]1C)O)cc(c2)O)O)OC)O,NPC487582
CC(C)[C@@H]1[C@@H](C)[C@@H](C[C@@]([C@@H](C)[C@@H]([C@H](C)[C@@H]2[C@H](/C=C/C=C(\C)/C[C@H](C)[C@@H]([C@H](C)/C=C(\C)/C=C(/C(=O)O2)\OC)O)OC)O)(OC)O1)OC,NPC46630
CC[C@H](C)[C@H]1C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(cc2)O)N=C([C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N=C([C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N=C1O)O)O,NPC489550
CCCCCCCCCCCC[C@@H]([C@H]1CC[C@H]([C@@H](CC[C@@H](CCCCCCCCC[C@H](CC2=C[C@H](C)OC2=O)O)O)O)O1)O,NPC485248
C[C@@H](CC[C@@H](c1cccc(c1)O)OC)[C@@H]1[C@@H](C)C=C[C@@]2([C@@H](C(=O)[C@H](C)CC2(C)C)C(=O)O[C@@H]2CC(=O)O[C@@H]2C)O1,NPC73523
CCC(C)C(=O)OC12CC3(C(C1(C4=C(C5=CC(=O)OC(C5(CC4)C)C6=COC=C6)C(=O)C2(C3OC(=O)C(C)C)O)C)CC(=O)OC)C,NPC469633
C/C=C/C(=O)O[C@@H]1CO[C@H]([C@@H]([C@H]1O)O)O[C@H]1CC[C@@]23C[C@@]43CC[C@]3(C)[C@H]5[C@H](C)C[C@@H]6[C@H](C[C@@]5([C@@H]([C@@]3(C)[C@@H]4CC[C@H]2C1(C)C)O)O6)C(C)(C)OC(=O)C,NPC478619
CC(C)[C@@H]1[C@@H](C)CC[C@@]([C@@H](C)[C@@H]([C@H](C)[C@@H]2[C@H](/C=C/C=C(\C)/C[C@H](C)[C@@H]([C@H](C)/C=C(\C)/C=C(/C(=O)O2)\OC)O)OC)O)(OC)O1,NPC485782
C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@@]2(C)CO[C@@H]3[C@@H]2[C@@]1(C)[C@H]1C[C@@H](OC)O[C@H]2C[C@H](C(=C2[C@]1(C)[C@@H]3O)C)c1ccoc1)OC(=O)C,NPC307781
CC(=CCC(/C(=C/C=C/C(=C/1\C(=O)C[C@@H]2[C@]1(C)CC[C@@H]1[C@]2(C)CC[C@H](C1(C)C)O)/C)/C)O[C@H]1OC[C@H]([C@H]([C@H]1O)O)O)C,NPC475163
CC[C@H](C)C(=O)O[C@@H]1[C@@H]2[C@H]([C@@]34[C@H](CC[C@]5(C)C3=CC(=O)O[C@H]5c3ccoc3)[C@](C)([C@@H](CC(=O)OC)C1(C)C)[C@@]2(O)O4)OC(=O)C(C)C,NPC260631
C[C@H]1C[C@@H]2[C@@H]3[C@@H](C[C@@]4([C@@H](C)C[C@@H](C)CN4)O3)O[C@@](C1)(CC(=C)[C@@H]1[C@@H](C)C[C@@H](C)[C@@]([C@@H]([C@@H]3CC[C@@H](C/C=C/CC/C=C/CCC(=O)O)O3)O)(O)O1)O2,NPC480507
COC(=O)[C@@]12CC(=O)[C@@H](CC(=O)[C@H](C)CCC[C@@H](CC(=O)[C@H]2CC(=C2[C@@H]1/C=C(\C)/CC[C@H]1O[C@@]1(C)CC[C@@H]1[C@@]([C@H](C2)O)(C)O1)C)C)C(C)C,NPC283567
CC1=CC[C@H]([C@H](C)[C@@H]2CC[C@]3(C)[C@@H](C[C@@]45C[C@@]6([C@@H](CC(=O)OC(C)(C)[C@@H]6[C@@H](C[C@@H]34)OC(=O)C)OO5)O)C2=C)OC1=O,NPC288679
CN1CCc2cc(c3cc2C1Cc1ccc(cc1)Oc1c2c(CCN(C)C2Cc2ccc(c(c2)O3)OC)cc(c1O)OC)OC,NPC295424
CC1(C)[C@H]2CC=C3C[C@@]4(C)CC[C@H]5C(C)(C)[C@H](CC[C@]5(C)[C@H]4CC[C@H]3[C@@]2(C)CC[C@@H]1O)O[C@@H]1[C@H]([C@H]([C@H](CO1)OC(=O)/C=C/c1ccc(cc1)O)O)O,NPC16725
COc1ccc(cc1)CCc1cc(=O)c2cc(c3[C@@H]4c5c(=O)cc(CCc6ccc(cc6)OC)oc5[C@H]([C@@H]([C@H]4O)Oc3c2o1)O)O,NPC478381
CC(=CCCC1(C)CC(c2c(c3C(=O)C4=CC5CC6C(C)(C)OC(C/C=C(\C)/C(=O)O)(C5=O)C46Oc3c(CC=C(C)C)c2O1)O)O)C,NPC47123
CCCCC/C=C\C/C=C\CCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,NPC191679
CCCCCCCCCCCC[C@@H]([C@H]1CC[C@H]([C@@H](CCC[C@@H]2[C@@H](CCCCC[C@H](CC3=C[C@H](C)OC3=O)O)OC(C)(C)O2)O)O1)O,NPC488623
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](C(=O)OC)O3)O)O)O)[C@@H]2[C@H]1C)C(=O)O,NPC78681
